osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.8
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 0.8
BeatDivisor: 8
GridSize: 32
TimelineZoom: 1

[Metadata]
Title:flos
TitleUnicode:flos
Artist:R sound design
ArtistUnicode:R sound design
Creator:zios_gd
Version:Flos
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:3
CircleSize:4
OverallDifficulty:6
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
2,75463,91097
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
2552,508.474576271187,4,1,0,100,1,0


[HitObjects]
64,192,10687,5,8,0:0:0:0:
320,192,10687,1,8,0:0:0:0:
64,192,11196,1,0,0:0:0:0:
320,192,11386,1,0,0:0:0:0:
448,192,11450,1,0,0:0:0:0:
320,192,11640,1,0,0:0:0:0:
320,192,12213,1,0,0:0:0:0:
64,192,12403,1,0,0:0:0:0:
320,192,12467,1,0,0:0:0:0:
64,192,12657,1,0,0:0:0:0:
320,192,13229,1,0,0:0:0:0:
448,192,13420,1,0,0:0:0:0:
320,192,13484,1,0,0:0:0:0:
448,192,13674,1,0,0:0:0:0:
320,192,14183,1,0,0:0:0:0:
448,192,14246,1,0,0:0:0:0:
192,192,14437,1,0,0:0:0:0:
64,192,14501,1,0,0:0:0:0:
448,192,14691,1,0,0:0:0:0:
448,192,15263,1,0,0:0:0:0:
320,192,15454,1,0,0:0:0:0:
64,192,15518,1,0,0:0:0:0:
192,192,15708,1,0,0:0:0:0:
448,192,16280,1,0,0:0:0:0:
192,192,16471,1,0,0:0:0:0:
448,192,16535,1,0,0:0:0:0:
192,192,16725,1,0,0:0:0:0:
192,192,17297,1,0,0:0:0:0:
320,192,17488,1,0,0:0:0:0:
448,192,17552,1,0,0:0:0:0:
192,192,17742,1,0,0:0:0:0:
64,192,17806,1,0,0:0:0:0:
64,192,18251,1,0,0:0:0:0:
192,192,18314,1,0,0:0:0:0:
448,192,18505,1,0,0:0:0:0:
320,192,18568,1,0,0:0:0:0:
64,192,18823,1,0,0:0:0:0:
320,192,18823,1,0,0:0:0:0:
64,192,19331,1,0,0:0:0:0:
192,192,19522,1,0,0:0:0:0:
320,192,19585,1,0,0:0:0:0:
448,192,19776,1,0,0:0:0:0:
64,192,20348,1,0,0:0:0:0:
320,192,20348,1,0,0:0:0:0:
448,192,20539,1,0,0:0:0:0:
320,192,20602,1,0,0:0:0:0:
448,192,20793,1,0,0:0:0:0:
320,192,21365,1,0,0:0:0:0:
192,192,21556,1,0,0:0:0:0:
320,192,21619,1,0,0:0:0:0:
192,192,21810,1,0,0:0:0:0:
64,192,21810,1,0,0:0:0:0:
448,192,22318,1,0,0:0:0:0:
64,192,22382,1,0,0:0:0:0:
320,192,22573,1,0,0:0:0:0:
192,192,22636,1,0,0:0:0:0:
448,192,22827,1,0,0:0:0:0:
448,192,23399,1,0,0:0:0:0:
64,192,23590,1,0,0:0:0:0:
448,192,23653,1,0,0:0:0:0:
320,192,23844,1,0,0:0:0:0:
64,192,23844,1,0,0:0:0:0:
64,192,24416,1,0,0:0:0:0:
448,192,24607,1,0,0:0:0:0:
192,192,24670,1,0,0:0:0:0:
320,192,24861,1,0,0:0:0:0:
64,192,25433,1,0,0:0:0:0:
320,192,25624,1,0,0:0:0:0:
448,192,25687,1,0,0:0:0:0:
192,192,25878,1,0,0:0:0:0:
64,192,25878,1,0,0:0:0:0:
448,192,26386,1,0,0:0:0:0:
320,192,26450,1,0,0:0:0:0:
